date,total_cases,New_Cases,Date,Avg_DP
8/20/2020,38113,203,8/6/2020,61.3
8/23/2020,38539,143,8/9/2020,61.7
8/24/2020,38734,195,8/10/2020,63.3
8/25/2020,38902,168,8/11/2020,63.9
8/26/2020,39067,165,8/12/2020,64.7
8/27/2020,39295,228,8/13/2020,63.8
8/28/2020,39509,214,8/14/2020,62.6
8/29/2020,39639,130,8/15/2020,64.5
8/30/2020,39767,128,8/16/2020,63.9
