Date,Cases - Total,Date-1,Avg_DP
3/4/2020,0,2/19/2020,4.8
3/6/2020,3,2/21/2020,8.7
3/12/2020,21,2/27/2020,13.4
3/13/2020,33,2/28/2020,6.8
3/14/2020,31,2/29/2020,9.2
3/27/2020,406,3/13/2020,20
4/4/2020,326,3/21/2020,17.7
4/28/2020,1323,4/14/2020,17.7
4/30/2020,1283,4/16/2020,14.9
5/5/2020,1092,4/21/2020,18.5
